source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass,status
spell_banishment,Banishment,CONSTRAINS,rule_planar_travel,Return,the banished need special means to come back,,UA,61,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
exp_level,Caster Level,MODIFIES,spell_banishment,Area of Effect,hit dice affected scale with level,,UA,61,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
magic_resistance,Magic Resistance,MODIFIES,spell_banishment,Banishment,resistance applies,,UA,61,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_forcecage,Forcecage,EXCLUDES,ex_movement_rate,Escape,the barred cage confines utterly,,UA,61,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
magic_resistance,Magic Resistance,EXCLUDED_FROM,spell_forcecage,Forcecage,resistance does not avail against it,,UA,61,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_sequester,Sequester,EXCLUDES,rule_scrying,Scrying and Divination,hides the subject from detection,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_teleport_without_error,Teleport Without Error,GATES,rule_planar_travel,Interplanar Travel,accurate travel including other planes,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_teleport_without_error,Teleport Without Error,OVERRIDES,rule_teleport_error,Teleport Mishap,removes the risk of misplacement,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_torment,Torment,TRIGGERS,rule_planar_travel,Extraplanar Compulsion,forces service from a bound creature,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
rule_protection_circle,Magic Circle or Pentagram,GATES,spell_torment,Torment,the captive must be bound first,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_torment,Torment,ALTERNATIVE_TO,spell_dolor,Dolor and Ensnarement,part of a compulsion family,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_otilukes_sphere,Otiluke's Telekinetic Sphere,TRIGGERS,ex_falling,Falling,the sphere may be dropped or hurled,,UA,64,MAGIC-USER SPELLS (8TH LEVEL),TRUE,spell-scan,optional
spell_otilukes_sphere,Telekinetic Sphere,MODIFIES,enc_encumbrance,Weight,contents become nearly weightless,,UA,64,MAGIC-USER SPELLS (8TH LEVEL),TRUE,spell-scan,optional
spell_cantrip,Colored Lights,EXCLUDED_FROM,race_infravision,Infravision,coloured glow does not spoil heat sight,,UA,65,ILLUSIONIST SPELLS (CANTRIPS),FALSE,spell-scan,optional
spell_phantom_armor,Phantom Armor,MODIFIES,cbt_armor_class,Armor Class,illusory protection that absorbs blows,,UA,67,ILLUSIONIST SPELLS (2ND LEVEL),TRUE,spell-scan,optional
cbt_damage,Damage Taken,CONSUMES,spell_phantom_armor,Phantom Armor,each hit erodes the illusion,,UA,67,ILLUSIONIST SPELLS (2ND LEVEL),TRUE,spell-scan,optional
spell_spook,Spook,TRIGGERS,rule_fear,Fear,the target flees in terror,,UA,67,ILLUSIONIST SPELLS (1ST LEVEL),TRUE,spell-scan,optional
exp_level,Target Level,MODIFIES,spell_spook,Saving Throw,stronger targets resist more easily,,UA,67,ILLUSIONIST SPELLS (1ST LEVEL),TRUE,spell-scan,optional
spell_delude,Delude,MODIFIES,sys_alignment,Detected Alignment,falsifies the caster's aura,,UA,68,ILLUSIONIST SPELLS (3RD LEVEL),TRUE,spell-scan,optional
spell_know_alignment,Know Alignment,EXCLUDED_FROM,spell_delude,Delude,detection returns the false reading,,UA,68,ILLUSIONIST SPELLS (3RD LEVEL),FALSE,spell-scan,optional
spell_phantom_wind,Phantom Wind,MODIFIES,ex_movement_rate,Movement,an illusory gale impedes progress,,UA,68,ILLUSIONIST SPELLS (3RD LEVEL),TRUE,spell-scan,optional
spell_phantasmagoria,Phantasmagoria,TRIGGERS,ex_falling,Illusory Terrain,victims may believe they are falling,,UA,70,ILLUSIONIST SPELLS (6TH LEVEL),TRUE,spell-scan,optional
spell_shadow_walk,Shadow Walk,GATES,rule_planar_travel,Demi-Plane of Shadow,travel via the shadow plane,,UA,71,ILLUSIONIST SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_shadow_walk,Shadow Walk,MODIFIES,ex_movement_rate,Overland Travel,vast distances covered rapidly,,UA,71,ILLUSIONIST SPELLS (7TH LEVEL),TRUE,spell-scan,optional
spell_weird,Weird,TRIGGERS,rule_fear,Terror,each victim faces a personal nemesis,,UA,71,ILLUSIONIST SPELLS (9TH LEVEL),TRUE,spell-scan,optional
spell_weird,Weird,MODIFIES,abil_strength,Strength,survivors are weakened,,UA,71,ILLUSIONIST SPELLS (9TH LEVEL),TRUE,spell-scan,optional
spell_weird,Weird,TRIGGERS,death_character,Death,defeat by the phantasm is fatal,,UA,71,ILLUSIONIST SPELLS (9TH LEVEL),TRUE,spell-scan,optional
