source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass,status
race_elf,Elf,MODIFIES,abil_constitution,Constitution,racial adjustment,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
race_half_orc,Half-Orc,MODIFIES,abil_strength,Strength,racial adjustment,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
race_half_orc,Half-Orc,MODIFIES,abil_constitution,Constitution,racial adjustment,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
race_half_orc,Half-Orc,MODIFIES,abil_charisma,Charisma,racial adjustment,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
race_halfling,Halfling,MODIFIES,abil_strength,Strength,racial adjustment,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
race_halfling,Halfling,MODIFIES,abil_dexterity,Dexterity,racial adjustment,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
rule_racial_adjustment,Racial Ability Adjustment,FEEDS_INTO,tbl_race_minimums,Ability Score Minimums,counts toward meeting minimum,,PHB,15,CHARACTER RACE TABLE III,TRUE,prose-sweep,core
tbl_race_minimums,Ability Score Minimums,GATES,race,Race,race eligibility,,PHB,15,CHARACTER RACE TABLE III,TRUE,prose-sweep,core
tbl_race_maximums,Ability Score Maximums,CONSTRAINS,sys_ability_scores,Ability Scores,score lowered to conform,,PHB,15,CHARACTER RACE TABLE III,TRUE,prose-sweep,core
rule_racial_adjustment,Racial Ability Adjustment,OVERRIDES,rule_ability_generation,Ability Score Generation,modified score is the real score,,PHB,14,PENALTIES AND BONUSES FOR RACE,TRUE,prose-sweep,core
race,Race,FEEDS_INTO,tbl_racial_preferences,Racial Preferences Table,attitude by race pair,,PHB,18,RACIAL PREFERENCES,TRUE,prose-sweep,core
tbl_racial_preferences,Racial Preferences Table,MODIFIES,cbt_encounter_reactions,Encounter Reactions,dealings with other races,,PHB,18,RACIAL PREFERENCES,TRUE,prose-sweep,core
tbl_racial_preferences,Racial Preferences Table,MODIFIES,hench_hirelings,Hirelings,acquisition difficulty,outside preferred races,PHB,18,RACIAL PREFERENCES,TRUE,prose-sweep,core
race_subrace,Sub-Race,MODIFIES,tbl_racial_preferences,Racial Preferences Table,attitude shift,halfling sub-races,PHB,18,RACIAL PREFERENCES,TRUE,prose-sweep,core
class_druid,Druid,DERIVED_FROM,class_cleric,Cleric,sub-class,,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
class_paladin,Paladin,DERIVED_FROM,class_fighter,Fighter,sub-class,,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
class_ranger,Ranger,DERIVED_FROM,class_fighter,Fighter,sub-class,,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
class_illusionist,Illusionist,DERIVED_FROM,class_magic_user,Magic-User,sub-class,,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
class_assassin,Assassin,DERIVED_FROM,class_thief,Thief,sub-class,,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
sys_alignment,Alignment,GATES,class_paladin,Paladin,eligibility,lawful good only,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
sys_alignment,Alignment,GATES,class_assassin,Assassin,eligibility,evil only,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
rule_multiclass,Multi-Class,CONSTRAINS,sys_classes,Character Class,bound by thief limits,when thief is a component,PHB,18,CHARACTER CLASSES,TRUE,prose-sweep,core
abil_wisdom,Wisdom,GATES,class_cleric,Cleric,eligibility,higher minimum for multiclass half-elf,PHB,20,THE CLERIC,TRUE,prose-sweep,core
abil_wisdom,Wisdom,MODIFIES,sys_experience,Experience Points,prime requisite bonus,above 15,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_cleric,Cleric,MODIFIES,hit_points,Hit Points,hit die type,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
sys_alignment,Alignment,CONSTRAINS,class_cleric,Cleric,permitted alignments,true neutral excluded,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_deity,Deity,GATES,rule_cleric_spells,Cleric Spells,spells bestowed,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_holy_symbol,Holy Symbol,FEEDS_INTO,rule_cleric_spells,Cleric Spells,empowers spells,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_cleric,Cleric,CONSTRAINS,sys_equipment,Weapons,edged and pointed forbidden,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_cleric_spells,Cleric Spells,CONSTRAINS,spell_components,Spell Components,must be spoken aloud,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_cleric_spells,Cleric Spells,ALTERNATIVE_TO,rule_spell_reversal,Reversed Spells,attack form,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_cleric,Cleric,TRIGGERS,turn_undead,Turning Undead,turn or command,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
turn_undead,Turning Undead,RESOLVED_BY,exp_level,Experience Level,matrix by cleric level,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
turn_undead,Turning Undead,CONSTRAINS,monster_undead,Undead,effectiveness ceiling,hit dice versus cleric level,PHB,20,THE CLERIC,TRUE,prose-sweep,core
turn_undead,Turning Undead,ALTERNATIVE_TO,cbt_damage,Melee Damage,removing undead,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
turn_undead,Turning Undead,TRIGGERS,monster_demon_devil,Demons and Devils,driving away,high level clerics only,PHB,20,THE CLERIC,TRUE,prose-sweep,core
race,Race,CONSTRAINS,class_cleric,Cleric,unlimited advancement,humans only,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_cleric,Cleric,FEEDS_INTO,cbt_attack_matrix,Attack Matrix,progression in three-level steps,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_cleric,Cleric,FEEDS_INTO,save_matrix,Saving Throw Matrix,progression in three-level steps,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_cleric,Cleric,GATES,rule_magic_item_use,Magic Item Use,which items usable,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
exp_level,Experience Level,GATES,class_followers,Followers,attracted at name level,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_place_of_worship,Place of Worship,GATES,class_followers,Followers,must be established,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
sys_alignment,Alignment,CONSTRAINS,class_followers,Followers,loyalty lost on change,alignment or deity change,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_followers,Followers,CONSTRAINS,money_gp,Money,serve without pay,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
exp_level,Experience Level,GATES,rule_stronghold,Stronghold,construction option,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_stronghold,Stronghold,MODIFIES,money_gp,Money,halved construction cost,religious help,PHB,20,THE CLERIC,TRUE,prose-sweep,core
rule_stronghold,Stronghold,FEEDS_INTO,campaign_territory,Territory,cleared area yields revenue,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
campaign_territory,Territory,FEEDS_INTO,money_gp,Money,monthly revenue per inhabitant,,PHB,20,THE CLERIC,TRUE,prose-sweep,core
class_druid,Druid,CONSTRAINS,rule_stronghold,Stronghold,no castles or towns,,PHB,22,THE DRUID,TRUE,prose-sweep,core
abil_strength,Strength,GATES,class_fighter,Fighter,eligibility,minimum score,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
abil_strength,Strength,MODIFIES,sys_experience,Experience Points,prime requisite bonus,above 15,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
class_fighter,Fighter,MODIFIES,hit_points,Hit Points,hit die type,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
class_fighter,Fighter,GATES,sys_equipment,Arms and Armor,unrestricted use,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
class_fighter,Fighter,FEEDS_INTO,cbt_attack_matrix,Attack Matrix,most advantageous progression,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
class_fighter,Fighter,FEEDS_INTO,save_matrix,Saving Throw Matrix,progression,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
class_fighter,Fighter,GATES,rule_magic_item_use,Magic Item Use,which items usable,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
exp_level,Experience Level,GATES,rule_freehold,Freehold,establishment option,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
rule_freehold,Freehold,TRIGGERS,class_followers,Followers,attracts men-at-arms,area must be cleared,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
class_followers,Followers,CONSUMES,money_gp,Money,mercenaries require pay,fighter freehold,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
rule_freehold,Freehold,FEEDS_INTO,campaign_territory,Territory,cleared radius,,PHB,22,THE FIGHTER,TRUE,prose-sweep,core
tbl_fighters_i,Fighters Table I,FEEDS_INTO,exp_level,Experience Level,level by experience points,,PHB,22,FIGHTERS TABLE I,TRUE,prose-sweep,core
exp_level,Experience Level,MODIFIES,hit_points,Hit Points,flat gain past name level,beyond 9th level,PHB,22,FIGHTERS TABLE I,TRUE,prose-sweep,core
race,Race,GATES,class_paladin,Paladin,eligibility,human only,PHB,22,THE PALADIN,TRUE,prose-sweep,core
abil_strength,Strength,GATES,class_paladin,Paladin,eligibility,minimum score,PHB,22,THE PALADIN,TRUE,prose-sweep,core
abil_charisma,Charisma,GATES,class_paladin,Paladin,eligibility,high minimum score,PHB,22,THE PALADIN,TRUE,prose-sweep,core
abil_strength,Strength,MODIFIES,sys_experience,Experience Points,prime requisite bonus,strength and wisdom both above 15,PHB,22,THE PALADIN,TRUE,prose-sweep,core
sys_alignment,Alignment,GATES,class_paladin,Paladin,must begin and remain lawful good,,PHB,22,THE PALADIN,TRUE,prose-sweep,core
rule_chaotic_act,Chaotic Act,TRIGGERS,rule_penance,Penance,confession required,knowing act,PHB,23,THE PALADIN,TRUE,prose-sweep,core
rule_penance,Penance,GATES,class_paladin,Paladin,status retained,high-level lawful good cleric required,PHB,23,THE PALADIN,TRUE,prose-sweep,core
rule_evil_act,Evil Act,TRIGGERS,class_paladin_loss,Loss of Paladinhood,immediate and irrevocable,knowing and willing act,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin_loss,Loss of Paladinhood,OVERRIDES,rule_magic_item_use,Restorative Magic,no magic can restore,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin_loss,Loss of Paladinhood,FEEDS_INTO,class_fighter,Fighter,reverts to fighter,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,TRIGGERS,rule_detect_evil,Detect Evil,at will,requires concentration,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,MODIFIES,save_matrix,Saving Throw Matrix,bonus to all saves,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,EXCLUDES,rule_disease,Disease,immune to all forms,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,TRIGGERS,rule_lay_on_hands,Lay on Hands,healing power,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
rule_lay_on_hands,Lay on Hands,MODIFIES,hit_points,Hit Points,heals damage,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
exp_level,Experience Level,MODIFIES,rule_lay_on_hands,Lay on Hands,amount healed,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
rule_lay_on_hands,Lay on Hands,CONSTRAINS,rule_lay_on_hands,Lay on Hands,once per day,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,TRIGGERS,spell_cure_disease,Cure Disease,granted ability,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
exp_level,Experience Level,GATES,spell_cure_disease,Cure Disease,uses per week,paladin scaling,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,TRIGGERS,spell_protection_from_evil,Protection from Evil,continuous aura,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
exp_level,Experience Level,GATES,turn_undead,Turning Undead,paladin gains at third level,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_paladin,Paladin,DERIVED_FROM,turn_undead,Turning Undead,turns at reduced effective level,,PHB,23,THE PALADIN,TRUE,prose-sweep,core
class_ranger,Ranger,EXCLUDES,class_followers,Followers,no mercenaries attracted,at stronghold,PHB,25,RANGERS TABLE I,TRUE,prose-sweep,core
tbl_rangers_i,Rangers Table I,FEEDS_INTO,exp_level,Experience Level,level by experience points,,PHB,25,RANGERS TABLE I,TRUE,prose-sweep,core
exp_level,Experience Level,GATES,rule_ranger_spells,Ranger Spell Use,spell access,upper levels only,PHB,25,SPELLS USABLE BY CLASS AND LEVEL,TRUE,prose-sweep,core
rule_ranger_spells,Ranger Spell Use,DERIVED_FROM,rule_druid_spells,Druid Spells,limited druidic access,,PHB,25,SPELLS USABLE BY CLASS AND LEVEL,TRUE,prose-sweep,core
rule_ranger_spells,Ranger Spell Use,DERIVED_FROM,rule_magic_user_spells,Magic-User Spells,limited arcane access,,PHB,25,SPELLS USABLE BY CLASS AND LEVEL,TRUE,prose-sweep,core
rule_chance_know_spell,Chance to Know Each Listed Spell,GATES,rule_ranger_spells,Ranger Spell Use,must check as magic-user,arcane spells only,PHB,25,SPELLS USABLE BY CLASS AND LEVEL,TRUE,prose-sweep,core
exp_level,Experience Level,MODIFIES,cbt_attacks_per_round,Attacks Per Melee Round,rate increases,fighter classes,PHB,25,ATTACKS PER MELEE ROUND TABLE,TRUE,prose-sweep,core
cbt_attacks_per_round,Attacks Per Melee Round,CONSTRAINS,sys_equipment,Weapons,thrusting or striking only,,PHB,25,ATTACKS PER MELEE ROUND TABLE,TRUE,prose-sweep,core
cbt_attacks_per_round,Attacks Per Melee Round,EXCLUDED_FROM,monster_low_hit_dice,Creatures Under One Hit Die,normal rate does not apply,,PHB,25,ATTACKS PER MELEE ROUND TABLE,TRUE,prose-sweep,core
exp_level,Experience Level,OVERRIDES,cbt_attacks_per_round,Attacks Per Melee Round,one attack per level,versus sub-one-hit-die creatures,PHB,25,ATTACKS PER MELEE ROUND TABLE,TRUE,prose-sweep,core
abil_intelligence,Intelligence,MODIFIES,sys_experience,Experience Points,prime requisite bonus,high score,PHB,25,THE MAGIC-USER,TRUE,prose-sweep,core
class_magic_user,Magic-User,MODIFIES,hit_points,Hit Points,hit die type,,PHB,25,THE MAGIC-USER,TRUE,prose-sweep,core
