source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass,status
exp_level,Zero Level Entry,MODIFIES,sys_experience,Experience Points,begins at a negative total,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
exp_level,Zero Level Progression,MODIFIES,hit_points,Hit Points,different dice if entering via the ranks,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
class_cavalier,Cavalier,CONSTRAINS,prof_weapon,Weapon Proficiency,lance proficiency required at first level,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
exp_level,Experience Level,MODIFIES,cbt_damage,Lance Damage,damage bonus equals level while mounted,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
rule_mount,Mounted or Dismounted,MODIFIES,cbt_damage,Lance Damage,dismounted lance loses the level bonus,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
rule_mount,Dismounted Lance,DERIVED_FROM,wpn_stats,Awl Pike or Spear,treated as another weapon type,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
class_cavalier,Cavalier,MODIFIES,cbt_parry,Parry,all to-hit bonuses apply to the parry,,UA,15,CAVALIERS TABLE I,TRUE,page-sweep,optional
class_cavalier,Cavalier,MODIFIES,save_matrix,Saving Throws,bonuses against certain attack forms,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
class_cavalier,Cavalier,MODIFIES,save_spell,Illusion Spells,bonus against all illusions,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
sys_alignment,Good Cavalier,OVERRIDES,hit_points,Negative Hit Points,may function below zero,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
hit_points,First Level Hit Points,CONSTRAINS,sys_alignment,Negative Threshold,how far below zero the cavalier may function,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
sys_alignment,Good Cavalier,MODIFIES,rule_hp_recovery,Healing Rate,extra points per week of rest,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
campaign_social_class,Coat of Arms,FEEDS_INTO,cbt_encounter_reactions,Recognition,bearing must be revealed to those who understand it,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
rule_battleflag,Battle Flag,GATES,campaign_territory,Territory,pennon marks the cavalier's holding,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
rule_battleflag,Lost Battle Flag,TRIGGERS,rule_dishonor,Dishonor,must be regained,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
campaign_social_class,Social Class,GATES,rule_hospitality,Hospitality,cavaliers may expect full hospitality,,UA,16,CHARACTER CLASSES (CAVALIER),TRUE,page-sweep,optional
class_barbarian,Barbarian,EXCLUDES,item_magic_item,Magic Items,refuses to employ recognised magic at low levels,,UA,19,BARBARIANS (FIGHTERS) TABLE I,TRUE,page-sweep,optional
class_barbarian,Barbarian,TRIGGERS,rule_item_destruction,Magic Item Destruction,seeks to destroy magic items,,UA,19,BARBARIANS (FIGHTERS) TABLE I,TRUE,page-sweep,optional
rule_item_destruction,Destroying Magic Items,FEEDS_INTO,xp_magic_items,Experience Points,awarded as if the item were possessed,,UA,19,BARBARIANS (FIGHTERS) TABLE I,TRUE,page-sweep,optional
class_barbarian,Barbarian,MODIFIES,cbt_encounter_reactions,Magic-Users,shunned and viewed with suspicion,,UA,19,BARBARIANS (FIGHTERS) TABLE I,TRUE,page-sweep,optional
class_cleric,Shamanic Spells,EXCLUDED_FROM,class_barbarian,Barbarian Distrust,shamanic magic is tolerated,,UA,19,BARBARIANS (FIGHTERS) TABLE I,TRUE,page-sweep,optional
exp_level,Barbarian Level,GATES,item_magic_weapon,Weapon Threshold,natural attacks strike creatures needing magic weapons,,UA,19,BARBARIANS (FIGHTERS) TABLE I,TRUE,page-sweep,optional
class_barbarian,Barbarian,GATES,spell_detect_magic,Detect Magic,percentage chance by concentration,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
exp_level,Barbarian Level,MODIFIES,spell_detect_magic,Detect Magic,chance rises per level to a ceiling,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
spell_detect_magic,Barbarian Detection,EXCLUDES,rule_illusion,Illusion and Phantasm,cannot detect that school,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
exp_level,Barbarian Level,FEEDS_INTO,abil_charisma,Effective Charisma,level adds to charisma among other barbarians,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
comeliness,Comeliness,EXCLUDED_FROM,class_barbarian,Barbarian Leadership,neither affects nor is affected,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
rule_terrain,Familiar Territory,GATES,class_barbarian,Secondary Abilities,skills falter in unfamiliar country,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
rule_time,Acclimatisation,OVERRIDES,rule_terrain,Unfamiliar Territory,a month of exposure restores the skills,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
class_barbarian,First Aid,MODIFIES,rule_hp_recovery,Healing Rate,doubles the rate of recovery,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
class_barbarian,First Aid,OVERRIDES,rule_disease,Disease,concocts natural cures and antidotes,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
class_barbarian,Survival,GATES,rule_provisions,Food and Shelter,hunting trapping and shelter building,,UA,20,CHARACTER CLASSES (BARBARIAN),TRUE,page-sweep,optional
exp_level,Fifth Level,GATES,class_thief_acrobat,Thief-Acrobat,specialisation begins after fifth level,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
abil_strength,Strength,GATES,class_thief_acrobat,Thief-Acrobat,minimum score required,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
abil_dexterity,Dexterity,GATES,class_thief_acrobat,Thief-Acrobat,high minimum score required,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
class_thief_acrobat,Thief-Acrobat,CONSTRAINS,thief_pick_pockets,Pick Pockets,frozen at the level of specialisation,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
class_thief_acrobat,Thief-Acrobat,CONSTRAINS,thief_open_locks,Open Locks,frozen at the level of specialisation,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
class_thief_acrobat,Thief-Acrobat,CONSTRAINS,thief_find_remove_traps,Find and Remove Traps,frozen at the level of specialisation,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
class_thief_acrobat,Thief-Acrobat,EXCLUDES,spell_read_magic,Read Magic,never gained,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
rule_tutor,Established Thief-Acrobat,GATES,class_thief_acrobat,Thief-Acrobat,a high level trainer is required,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
class_thief_acrobat,Thief-Acrobat,GATES,ex_movement_rate,Tightrope Walking and Vaulting,new movement abilities,,UA,23,THE THIEF-ACROBAT,TRUE,page-sweep,optional
class_thief_acrobat,Thief-Acrobat,GATES,ex_falling,Tumbling,reduces or negates falling damage,,UA,23,THE THIEF-ACROBAT,FALSE,page-sweep,optional
abil_dexterity,Dexterity,MODIFIES,class_thief_acrobat,Acrobatic Functions,adjustment table by score,,UA,25,THIEF-ACROBAT TABLE III,TRUE,page-sweep,optional
sys_armor,Field Plate,MODIFIES,cbt_armor_class,Armor Class,new armor type improves the rating,,UA,26,ARMOR CLASS TABLE,TRUE,page-sweep,optional
money_gp,Money,CONSTRAINS,sys_armor,Field and Full Plate,extremely costly,,UA,26,BASIC EQUIPMENT AND SUPPLIES COSTS,TRUE,page-sweep,optional
sys_equipment,New Weapons,FEEDS_INTO,wpn_stats,Weapon Statistics,expanded arms list,,UA,26,BASIC EQUIPMENT AND SUPPLIES COSTS,TRUE,page-sweep,optional
class_barbarian,Barbarian,MODIFIES,prof_weapon,Initial Proficiencies,most starting weapons of any class,,UA,26,WEAPON PROFICIENCY TABLE,TRUE,page-sweep,optional
class_barbarian,Barbarian,MODIFIES,prof_nonproficiency_penalty,Non-Proficiency Penalty,smallest penalty of any class,,UA,26,WEAPON PROFICIENCY TABLE,TRUE,page-sweep,optional
class_druid,Druid,MODIFIES,prof_nonproficiency_penalty,Non-Proficiency Penalty,largest penalty,,UA,26,WEAPON PROFICIENCY TABLE,TRUE,page-sweep,optional
exp_level,Experience Level,MODIFIES,prof_weapon,Added Proficiencies,rate of gain differs by class,,UA,26,WEAPON PROFICIENCY TABLE,TRUE,page-sweep,optional
wpn_stats,Weapon Length,FEEDS_INTO,cbt_initiative,Order of Attack,tabulated per weapon,,UA,27,"HAND HELD WEAPON TYPES, GENERAL DATA",TRUE,page-sweep,optional
wpn_speed_factor,Speed Factor,FEEDS_INTO,cbt_initiative,Initiative,tabulated per weapon,,UA,27,"HAND HELD WEAPON TYPES, GENERAL DATA",TRUE,page-sweep,optional
wpn_type_vs_ac,Armor Class Adjustment,MODIFIES,cbt_tohit,To-Hit Roll,per weapon against each armor class,,UA,27,"HAND HELD WEAPON TYPES, GENERAL DATA",TRUE,page-sweep,optional
cbt_armor_class,Target Armor Class,FEEDS_INTO,wpn_type_vs_ac,Armor Class Adjustment,adjustment varies across the whole AC range,,UA,27,"HAND HELD WEAPON TYPES, GENERAL DATA",TRUE,page-sweep,optional
wpn_stats,Fist or Open Hand,FEEDS_INTO,wpn_type_vs_ac,Armor Class Adjustment,unarmed attacks appear on the weapon table,,UA,27,"HAND HELD WEAPON TYPES, GENERAL DATA",TRUE,page-sweep,optional
wpn_range,Hurled and Missile Weapons,FEEDS_INTO,cbt_missile,Missile Discharge,separate table for thrown and fired arms,,UA,28,"HURLED WEAPON AND MISSILE TYPES, GENERAL DATA",TRUE,page-sweep,optional
spell_cantrip,Cantrips,GATES,rule_spell_memorization,Spell Memorization,occupy preparation slots,,UA,30,"MAGIC-USERS, Cantrips",TRUE,page-sweep,optional
spell_cantrip,Cantrip Categories,DERIVED_FROM,spell_cantrip,Cantrips,useful reversed legerdemain person-affecting personal and haunting,,UA,30,"MAGIC-USERS, Cantrips",TRUE,page-sweep,optional
spell_cantrip,Reversed Cantrips,ALTERNATIVE_TO,spell_cantrip,Useful Cantrips,each useful cantrip has an inverse,,UA,30,"MAGIC-USERS, Cantrips",TRUE,page-sweep,optional
spell_cantrip,Person-Affecting Cantrips,TRIGGERS,rule_distraction,Distraction,belch cough sneeze and twitch,,UA,30,"MAGIC-USERS, Cantrips",TRUE,page-sweep,optional
rule_magic_user_spells,Magic-User Spell List,MODIFIES,rule_chance_know_spell,Chance to Know Spell,greatly expanded spell selection,,UA,30,SPELL TABLES (MAGIC-USERS),TRUE,page-sweep,optional
rule_cleric_spells,Cleric Spell List,MODIFIES,rule_deity,Spell Petition,expanded clerical selection,,UA,29,SPELL TABLES (CLERICS),TRUE,page-sweep,optional
rule_druid_spells,Druid Spell List,MODIFIES,rule_cleric_spells,Cleric Spells,expanded druidic selection,,UA,29,DRUIDS (Clerics),TRUE,page-sweep,optional
spell_exaction,Exaction,TRIGGERS,rule_deity,Divine Compulsion,new high level clerical spell,,UA,29,"CLERICS, Continued",TRUE,page-sweep,optional
spell_energy_drain,Energy Drain,TRIGGERS,exp_level_loss,Level Loss,now available as a magic-user spell,,UA,31,"MAGIC-USERS, Spells, Continued",TRUE,page-sweep,optional
spell_mordenkainens_disjunction,Mordenkainen's Disjunction,TRIGGERS,rule_item_destruction,Magic Item Destruction,dissolves magic in an area,,UA,31,"MAGIC-USERS, Spells, Continued",TRUE,page-sweep,optional
spell_crystalbrittle,Crystalbrittle,TRIGGERS,item_saving_throw,Item Saving Throw,turns metal to fragile crystal,,UA,31,"MAGIC-USERS, Spells, Continued",FALSE,page-sweep,optional
spell_trap_the_soul,Trap the Soul,TRIGGERS,spell_magic_jar,Soul Imprisonment,captures a creature's life force,,UA,31,"MAGIC-USERS, Spells, Continued",FALSE,page-sweep,optional
spell_precipitation,Precipitation,MODIFIES,rule_light_source,Fires and Torches,dampens flammable material,,UA,34,CLERIC SPELLS (1ST LEVEL),TRUE,page-sweep,optional
spell_precipitation,Precipitation,MODIFIES,rule_terrain,Surfaces,materials become damp then wet by porosity,,UA,34,CLERIC SPELLS (1ST LEVEL),TRUE,page-sweep,optional
exp_level,Caster Level,CONSTRAINS,spell_precipitation,Precipitation,duration in segments equals level,,UA,34,CLERIC SPELLS (1ST LEVEL),TRUE,page-sweep,optional
spell_cloudburst,Cloudburst,OVERRIDES,rule_uncontrolled_fire,Normal Fires,extinguishes fires by size,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
spell_cloudburst,Cloudburst,OVERRIDES,item_magic_weapon,Flame Tongue,suppresses rekindlable magical fire,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
spell_cloudburst,Cloudburst,OVERRIDES,spell_fireball,Fire Spells,large fire spells are extinguished,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
spell_cloudburst,Extinguished Fire Spell,TRIGGERS,cbt_damage,Steam Damage,vaporised rain scalds a wide area,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
rule_wind,Wind,MODIFIES,spell_cloudburst,Steam Cloud,breeze or gale shortens the duration,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
campaign_climate,Arid or Humid Region,MODIFIES,spell_cloudburst,Cloudburst,climate alters the effect and duration,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
campaign_climate,Freezing Temperature,OVERRIDES,spell_cloudburst,Cloudburst,becomes sleet or a snowburst,,UA,36,CLERIC SPELLS (3RD LEVEL),TRUE,page-sweep,optional
spell_deaths_door,Death's Door,OVERRIDES,death_character,Dying,restores a dying character to zero hit points,,UA,36,Death's Door (Necromantic),TRUE,page-sweep,optional
hit_points,Negative Hit Points,GATES,spell_deaths_door,Death's Door,only works within a narrow negative band,,UA,36,Death's Door (Necromantic),TRUE,page-sweep,optional
spell_deaths_door,Death's Door,CONSTRAINS,rule_hp_recovery,Bleeding and Deterioration,halted for the duration,,UA,36,Death's Door (Necromantic),TRUE,page-sweep,optional
spell_giant_insect,Giant Insect,FEEDS_INTO,monster_hd,Hit Dice,created creature hit dice scale with caster level,,UA,38,CLERIC SPELLS (4TH LEVEL),TRUE,page-sweep,optional
exp_level,Caster Level,CONSTRAINS,spell_giant_insect,Giant Insect,number and hit dice of insects created,,UA,38,CLERIC SPELLS (4TH LEVEL),TRUE,page-sweep,optional
spell_giant_insect,Giant Insect,CONSUMES,spell_casting_time,Casting Time,one round per hit die created,,UA,38,CLERIC SPELLS (4TH LEVEL),TRUE,page-sweep,optional
spell_disruption,Interrupted Casting,TRIGGERS,death_character,Insect Death,interruption kills the subject insect,,UA,38,CLERIC SPELLS (4TH LEVEL),TRUE,page-sweep,optional
monster_hd,Created Hit Dice,CONSTRAINS,cbt_damage,Damage,damage capped at the standard giant form,,UA,38,CLERIC SPELLS (4TH LEVEL),TRUE,page-sweep,optional
spell_rainbow,Rainbow,GATES,rule_potion_use,Draughts,seven coloured draughts with distinct effects,,UA,40,CLERIC SPELLS,TRUE,page-sweep,optional
spell_rainbow,Blue Draught,OVERRIDES,rule_disease,Disease,cures affliction,,UA,40,CLERIC SPELLS,TRUE,page-sweep,optional
spell_rainbow,Green Draught,OVERRIDES,save_poison,Poison,slows venom,,UA,40,CLERIC SPELLS,TRUE,page-sweep,optional
spell_rainbow,Rainbow,CONSUMES,tbl_gem_value,Diamond,a costly gem substitutes when no rainbow is present,,UA,40,CLERIC SPELLS,TRUE,page-sweep,optional
rule_ceremony,Druidic Ceremony,GATES,exp_level,Druid Level,each rite requires a minimum level,,UA,41,DRUID SPELLS,TRUE,page-sweep,optional
rule_ceremony,Coming of Age,MODIFIES,save_matrix,Saving Throw,grants a single bonus save,,UA,41,DRUID SPELLS,TRUE,page-sweep,optional
rule_ceremony,Rest Eternal,EXCLUDES,spell_raise_dead,Revival,prevents the body being raised,,UA,41,DRUID SPELLS,FALSE,page-sweep,optional
rule_ceremony,Cast Out,TRIGGERS,align_change,Excommunication,removes a member from druidic society,,UA,41,DRUID SPELLS,FALSE,page-sweep,optional
tbl_age_categories,Age,FEEDS_INTO,rule_ceremony,Coming of Age,performed at a fixed age,,UA,41,DRUID SPELLS,TRUE,page-sweep,optional
rule_ceremony,Special Vows,EXCLUDES,class_paladin,Paladin,does not function on paladins,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
rule_ceremony,Special Vows,GATES,class_cavalier,Cavalier,works on cavaliers of any alignment,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
rule_ceremony,Hallowed Ground,EXCLUDES,rule_disease,Disease,ensorcelled trees are immune,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
rule_ceremony,Hallowed Ground,GATES,rule_stronghold,Permanent Grove,tied to the druid's base,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
rule_ceremony,Cast Out,MODIFIES,cbt_encounter_reactions,Natural Creatures,all natural creatures react negatively,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
rule_ceremony,Cast Out,MODIFIES,rule_mount,Domesticated Beasts,horses and dogs react badly,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
rule_ceremony,Cast Out,CONSTRAINS,class_druid,Druids and Followers,shunned by all druids,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
exp_level,Hierophant Druid,OVERRIDES,rule_ceremony,Cast Out,only a hierophant can fully neutralise it,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
exp_level,Caster Level,CONSTRAINS,rule_ceremony,Reversed Ceremony,the reversing druid must match or exceed the original,,UA,42,DRUID SPELLS (1ST LEVEL),TRUE,page-sweep,optional
spell_cantrip,Bee Cantrip,TRIGGERS,cbt_damage,Bee Sting,likely to sting a living creature,,UA,50,Personal Cantrips:,TRUE,page-sweep,optional
spell_cantrip,Bluelight,FEEDS_INTO,rule_light,Light,small sphere of illumination,,UA,50,Bluelight (Conjuration),TRUE,page-sweep,optional
spell_cantrip,Bluelight,EXCLUDES,race_infravision,Infravision,does not affect heat or ultraviolet sight,,UA,50,Bluelight (Conjuration),TRUE,page-sweep,optional
spell_cantrip,Bug Cantrip,TRIGGERS,gen_random_encounter,Summoned Insect,conjures a crawling creature,,UA,50,Personal Cantrips:,TRUE,page-sweep,optional
spell_taunt,Itching,MODIFIES,cbt_armor_class,Armor Class,significant penalty while squirming,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
