source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass,status
monster_medusa,Medusa,TRIGGERS,rule_gaze_attack,Gaze Attack,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dinosaur_dinichthys,Dinosaur: Dinichthys,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dinosaur_pteranodon,Dinosaur: Pteranodon,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_displacer_beast_triceratops,Displacer Beast: Triceratops,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_flightless_bird,Flightless Bird,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_gargoyle,Gargoyle,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_quasit,Quasit,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_rakshasa_mantapungisting,Rakshasa: Mantapungisting,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_remorhaz,Remorhaz,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_shark,Shark,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_whale,Whale,TRIGGERS,rule_swallow,Swallow Whole,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_demon,Demon,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dinosaur,Dinosaur,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dinosaur_lemure,Dinosaur: Lemure,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dragon,Dragon,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_imp,Imp,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_ixitxachitl,Ixitxachitl,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_orc,Orc,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_pixie,Pixie,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_quasit,Quasit,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_troll,Troll,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_vampire,Vampire,GATES,monster_regeneration,Regeneration,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_lycanthrope,Lycanthrope,TRIGGERS,rule_lycanthropy,Lycanthropy,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_beholder,Beholder,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_bulette,Bulette,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_demon,Demon,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_devil,Devil,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dinosaur,Dinosaur,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_doppleganger,Doppleganger,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dragon,Dragon,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dragonne,Dragonne,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_elephant,Elephant,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_flightless_bird,Flightless Bird,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_gelatinous_cube,Gelatinous Cube,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_ghost,Ghost,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_ghoul,Ghoul,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_griffon,Griffon,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_lich,Lich,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_minotaur,Minotaur,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_mummy,Mummy,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_night_hag,Night Hag,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_nixie,Nixie,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_quasit,Quasit,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_satyr,Satyr,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_sprite,Sprite,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_troll,Troll,TRIGGERS,rule_fear,Fear,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_bear_blackbrowncave,Bear: Blackbrowncave,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_beholder,Beholder,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_brownie,Brownie,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_demon,Demon,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_demon_succubus,Demon: Succubus,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_devil,Devil,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dinosaur,Dinosaur,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_displacer_beast,Displacer Beast,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_doppleganger,Doppleganger,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dryad,Dryad,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_dwarf,Dwarf,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_elf,Elf,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_gelatinous_cube,Gelatinous Cube,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_ghost,Ghost,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_gnome,Gnome,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_goblin_clay_golem,Goblin: Clay Golem,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_goblin_flesh_golem,Goblin: Flesh Golem,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_goblin_iron_golem,Goblin: Iron Golem,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_goblin_stone_golem,Goblin: Stone Golem,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_gray_ooze,Gray Ooze,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_green_slime,Green Slime,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_griffon,Griffon,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_halfling,Halfling,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_homonculous,Homonculous,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_homonculous_draftheavylightmediumponywil,Homonculous: Draftheavylightmediumponywild,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_imp,Imp,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_intellect_devourer,Intellect Devourer,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_invisible_stalker,Invisible Stalker,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_lammasu,Lammasu,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_leopard,Leopard,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_lich_lizardfiregiantminotaursubterranean,Lich: Lizardfiregiantminotaursubterranean,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_lich_lionmountain_lionspotted_lion,Lich: Lionmountain Lionspotted Lion,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
monster_lycanthrope,Lycanthrope,GATES,magic_resistance,Magic Resistance,monster special ability,,MM,,MONSTER STAT BLOCKS,TRUE,mm-index,core
